,Data Series,Concentration,Time,Intensity
0,pH_7.9,47uM_3,0.0,132.7
1,pH_7.9,47uM_3,1.0,132.6
2,pH_7.9,47uM_3,2.0,132.635
3,pH_7.9,47uM_3,3.0,132.359
4,pH_7.9,47uM_3,4.0,132.781
5,pH_7.9,47uM_3,5.0,132.709
6,pH_7.9,47uM_3,6.0,132.898
7,pH_7.9,47uM_3,7.0,132.724
8,pH_7.9,47uM_3,8.0,132.988
9,pH_7.9,47uM_3,9.0,133.03
10,pH_7.9,47uM_3,10.0,133.079
11,pH_7.9,47uM_3,11.0,132.983
12,pH_7.9,47uM_3,12.0,133.368
13,pH_7.9,47uM_3,13.0,133.016
14,pH_7.9,47uM_3,14.0,133.239
15,pH_7.9,47uM_3,15.0,133.407
16,pH_7.9,47uM_3,16.0,133.286
17,pH_7.9,47uM_3,17.0,133.393
18,pH_7.9,47uM_3,18.0,133.605
19,pH_7.9,47uM_3,19.0,133.6
20,pH_7.9,47uM_3,20.0,133.548
21,pH_7.9,47uM_3,21.0,133.702
22,pH_7.9,47uM_3,22.0,133.62
23,pH_7.9,47uM_3,23.0,133.621
24,pH_7.9,47uM_3,24.0,133.919
25,pH_7.9,47uM_3,25.0,133.788
26,pH_7.9,47uM_3,26.0,134.075
27,pH_7.9,47uM_3,27.0,133.831
28,pH_7.9,47uM_3,28.0,134.035
29,pH_7.9,47uM_3,29.0,134.13
30,pH_7.9,47uM_3,30.0,134.116
31,pH_7.9,"1,5uM_2",0.0,3.3223
32,pH_7.9,"1,5uM_2",1.0,3.287
33,pH_7.9,"1,5uM_2",2.0,3.2704
34,pH_7.9,"1,5uM_2",3.0,3.2941
35,pH_7.9,"1,5uM_2",4.0,3.294
36,pH_7.9,"1,5uM_2",5.0,3.2772
37,pH_7.9,"1,5uM_2",6.0,3.2865
38,pH_7.9,"1,5uM_2",7.0,3.2889
39,pH_7.9,"1,5uM_2",8.0,3.2691
40,pH_7.9,"1,5uM_2",9.0,3.2811
41,pH_7.9,"1,5uM_2",10.0,3.3285
42,pH_7.9,"1,5uM_2",11.0,3.3049
43,pH_7.9,"1,5uM_2",12.0,3.3119
44,pH_7.9,"1,5uM_2",13.0,3.3508
45,pH_7.9,"1,5uM_2",14.0,3.3511
46,pH_7.9,"1,5uM_2",15.0,3.2872
47,pH_7.9,"1,5uM_2",16.0,3.3716
48,pH_7.9,"1,5uM_2",17.0,3.3351
49,pH_7.9,"1,5uM_2",18.0,3.3748
50,pH_7.9,"1,5uM_2",19.0,3.3861
51,pH_7.9,"1,5uM_2",20.0,3.3948
52,pH_7.9,"1,5uM_2",21.0,3.3768
53,pH_7.9,"1,5uM_2",22.0,3.3929
54,pH_7.9,"1,5uM_2",23.0,3.3693
55,pH_7.9,"1,5uM_2",24.0,3.4056
56,pH_7.9,"1,5uM_2",25.0,3.3957
57,pH_7.9,"1,5uM_2",26.0,3.4242
58,pH_7.9,"1,5uM_2",27.0,3.4487
59,pH_7.9,"1,5uM_2",28.0,3.4025
60,pH_7.9,"1,5uM_2",29.0,3.4368
61,pH_7.9,"1,5uM_2",30.0,3.4121
62,pH_7.9,"4,7uM_2",0.0,12.519
63,pH_7.9,"4,7uM_2",1.0,12.5211
64,pH_7.9,"4,7uM_2",2.0,12.5694
65,pH_7.9,"4,7uM_2",3.0,12.5584
66,pH_7.9,"4,7uM_2",4.0,12.5353
67,pH_7.9,"4,7uM_2",5.0,12.5274
68,pH_7.9,"4,7uM_2",6.0,12.5191
69,pH_7.9,"4,7uM_2",7.0,12.5675
70,pH_7.9,"4,7uM_2",8.0,12.559
71,pH_7.9,"4,7uM_2",9.0,12.639
72,pH_7.9,"4,7uM_2",10.0,12.5552
73,pH_7.9,"4,7uM_2",11.0,12.6588
74,pH_7.9,"4,7uM_2",12.0,12.58
75,pH_7.9,"4,7uM_2",13.0,12.5703
76,pH_7.9,"4,7uM_2",14.0,12.6603
77,pH_7.9,"4,7uM_2",15.0,12.5964
78,pH_7.9,"4,7uM_2",16.0,12.6361
79,pH_7.9,"4,7uM_2",17.0,12.6647
80,pH_7.9,"4,7uM_2",18.0,12.677
81,pH_7.9,"4,7uM_2",19.0,12.6959
82,pH_7.9,"4,7uM_2",20.0,12.725
83,pH_7.9,"4,7uM_2",21.0,12.7395
84,pH_7.9,"4,7uM_2",22.0,12.7275
85,pH_7.9,"4,7uM_2",23.0,12.7759
86,pH_7.9,"4,7uM_2",24.0,12.7616
87,pH_7.9,"4,7uM_2",25.0,12.672
88,pH_7.9,"4,7uM_2",26.0,12.7827
89,pH_7.9,"4,7uM_2",27.0,12.735
90,pH_7.9,"4,7uM_2",28.0,12.7591
91,pH_7.9,"4,7uM_2",29.0,12.8351
92,pH_7.9,"4,7uM_2",30.0,12.8316
93,pH_7.9,15uM_2,0.0,34.3088
94,pH_7.9,15uM_2,1.0,34.3947
95,pH_7.9,15uM_2,2.0,34.1667
96,pH_7.9,15uM_2,3.0,34.2235
97,pH_7.9,15uM_2,4.0,34.2886
98,pH_7.9,15uM_2,5.0,34.2933
99,pH_7.9,15uM_2,6.0,34.3095
100,pH_7.9,15uM_2,7.0,34.3171
101,pH_7.9,15uM_2,8.0,34.3642
102,pH_7.9,15uM_2,9.0,34.4604
103,pH_7.9,15uM_2,10.0,34.393
104,pH_7.9,15uM_2,11.0,34.4496
105,pH_7.9,15uM_2,12.0,34.4589
106,pH_7.9,15uM_2,13.0,34.5502
107,pH_7.9,15uM_2,14.0,34.4647
108,pH_7.9,15uM_2,15.0,34.6334
109,pH_7.9,15uM_2,16.0,34.5771
110,pH_7.9,15uM_2,17.0,34.5818
111,pH_7.9,15uM_2,18.0,34.607
112,pH_7.9,15uM_2,19.0,34.75
113,pH_7.9,15uM_2,20.0,34.7719
114,pH_7.9,15uM_2,21.0,35.2956
115,pH_7.9,15uM_2,22.0,35.3106
116,pH_7.9,15uM_2,23.0,35.3337
117,pH_7.9,15uM_2,24.0,35.4361
118,pH_7.9,15uM_2,25.0,35.4899
119,pH_7.9,15uM_2,26.0,35.5376
120,pH_7.9,15uM_2,27.0,35.3061
121,pH_7.9,15uM_2,28.0,34.6071
122,pH_7.9,15uM_2,29.0,34.5336
123,pH_7.9,15uM_2,30.0,34.7627
124,pH_7.9,15uM_1,0.0,34.1422
125,pH_7.9,15uM_1,1.0,34.1846
126,pH_7.9,15uM_1,2.0,34.1062
127,pH_7.9,15uM_1,3.0,34.2796
128,pH_7.9,15uM_1,4.0,34.1738
129,pH_7.9,15uM_1,5.0,34.1643
130,pH_7.9,15uM_1,6.0,34.1356
131,pH_7.9,15uM_1,7.0,34.2023
132,pH_7.9,15uM_1,8.0,34.1892
133,pH_7.9,15uM_1,9.0,34.1554
134,pH_7.9,15uM_1,10.0,34.1317
135,pH_7.9,15uM_1,11.0,34.1542
136,pH_7.9,15uM_1,12.0,34.1796
137,pH_7.9,15uM_1,13.0,34.2717
138,pH_7.9,15uM_1,14.0,34.2211
139,pH_7.9,15uM_1,15.0,34.2759
140,pH_7.9,15uM_1,16.0,34.2625
141,pH_7.9,15uM_1,17.0,34.2582
142,pH_7.9,15uM_1,18.0,34.2769
143,pH_7.9,15uM_1,19.0,34.2888
144,pH_7.9,15uM_1,20.0,34.1713
145,pH_7.9,15uM_1,21.0,34.2901
146,pH_7.9,15uM_1,22.0,34.3005
147,pH_7.9,15uM_1,23.0,34.3637
148,pH_7.9,15uM_1,24.0,34.3215
149,pH_7.9,15uM_1,25.0,34.2845
150,pH_7.9,15uM_1,26.0,34.334
151,pH_7.9,15uM_1,27.0,34.3349
152,pH_7.9,15uM_1,28.0,34.2572
153,pH_7.9,15uM_1,29.0,34.3493
154,pH_7.9,15uM_1,30.0,34.348
155,pH_7.9,"4,7uM_1",0.0,12.4775
156,pH_7.9,"4,7uM_1",1.0,12.4693
157,pH_7.9,"4,7uM_1",2.0,12.5458
158,pH_7.9,"4,7uM_1",3.0,12.4553
159,pH_7.9,"4,7uM_1",4.0,12.4861
160,pH_7.9,"4,7uM_1",5.0,12.4701
161,pH_7.9,"4,7uM_1",6.0,12.5058
162,pH_7.9,"4,7uM_1",7.0,12.4409
163,pH_7.9,"4,7uM_1",8.0,12.4801
164,pH_7.9,"4,7uM_1",9.0,12.4333
165,pH_7.9,"4,7uM_1",10.0,12.3985
166,pH_7.9,"4,7uM_1",11.0,12.4452
167,pH_7.9,"4,7uM_1",12.0,12.4642
168,pH_7.9,"4,7uM_1",13.0,12.4262
169,pH_7.9,"4,7uM_1",14.0,12.4692
170,pH_7.9,"4,7uM_1",15.0,12.472
171,pH_7.9,"4,7uM_1",16.0,12.5415
172,pH_7.9,"4,7uM_1",17.0,12.5352
173,pH_7.9,"4,7uM_1",18.0,12.5291
174,pH_7.9,"4,7uM_1",19.0,12.4966
175,pH_7.9,"4,7uM_1",20.0,12.5565
176,pH_7.9,"4,7uM_1",21.0,12.4797
177,pH_7.9,"4,7uM_1",22.0,12.5101
178,pH_7.9,"4,7uM_1",23.0,12.4923
179,pH_7.9,"4,7uM_1",24.0,12.5018
180,pH_7.9,"4,7uM_1",25.0,12.5807
181,pH_7.9,"4,7uM_1",26.0,12.5455
182,pH_7.9,"4,7uM_1",27.0,12.5305
183,pH_7.9,"4,7uM_1",28.0,12.5414
184,pH_7.9,"4,7uM_1",29.0,12.5565
185,pH_7.9,"4,7uM_1",30.0,12.5369
186,pH_7.9,47uM_1,0.0,131.507
187,pH_7.9,47uM_1,1.0,131.842
188,pH_7.9,47uM_1,2.0,131.91
189,pH_7.9,47uM_1,3.0,131.9
190,pH_7.9,47uM_1,4.0,131.752
191,pH_7.9,47uM_1,5.0,131.79
192,pH_7.9,47uM_1,6.0,131.744
193,pH_7.9,47uM_1,7.0,131.567
194,pH_7.9,47uM_1,8.0,131.674
195,pH_7.9,47uM_1,9.0,131.736
196,pH_7.9,47uM_1,10.0,131.912
197,pH_7.9,47uM_1,11.0,131.601
198,pH_7.9,47uM_1,12.0,131.782
199,pH_7.9,47uM_1,13.0,131.874
200,pH_7.9,47uM_1,14.0,131.731
201,pH_7.9,47uM_1,15.0,131.971
202,pH_7.9,47uM_1,16.0,132.088
203,pH_7.9,47uM_1,17.0,131.995
204,pH_7.9,47uM_1,18.0,132.048
205,pH_7.9,47uM_1,19.0,131.996
206,pH_7.9,47uM_1,20.0,132.187
207,pH_7.9,47uM_1,21.0,132.171
208,pH_7.9,47uM_1,22.0,132.427
209,pH_7.9,47uM_1,23.0,132.251
210,pH_7.9,47uM_1,24.0,132.262
211,pH_7.9,47uM_1,25.0,132.607
212,pH_7.9,47uM_1,26.0,132.142
213,pH_7.9,47uM_1,27.0,132.566
214,pH_7.9,47uM_1,28.0,132.236
215,pH_7.9,47uM_1,29.0,132.081
216,pH_7.9,47uM_1,30.0,132.369
217,pH_7.9,"1,5uM_3",0.0,3.4533
218,pH_7.9,"1,5uM_3",1.0,3.4408
219,pH_7.9,"1,5uM_3",2.0,3.433
220,pH_7.9,"1,5uM_3",3.0,3.4631
221,pH_7.9,"1,5uM_3",4.0,3.4507
222,pH_7.9,"1,5uM_3",5.0,3.4624
223,pH_7.9,"1,5uM_3",6.0,3.4782
224,pH_7.9,"1,5uM_3",7.0,3.4823
225,pH_7.9,"1,5uM_3",8.0,3.4595
226,pH_7.9,"1,5uM_3",9.0,3.4391
227,pH_7.9,"1,5uM_3",10.0,3.4848
228,pH_7.9,"1,5uM_3",11.0,3.46
229,pH_7.9,"1,5uM_3",12.0,3.5024
230,pH_7.9,"1,5uM_3",13.0,3.5096
231,pH_7.9,"1,5uM_3",14.0,3.5011
232,pH_7.9,"1,5uM_3",15.0,3.4456
233,pH_7.9,"1,5uM_3",16.0,3.4814
234,pH_7.9,"1,5uM_3",17.0,3.4804
235,pH_7.9,"1,5uM_3",18.0,3.4965
236,pH_7.9,"1,5uM_3",19.0,3.4692
237,pH_7.9,"1,5uM_3",20.0,3.465
238,pH_7.9,"1,5uM_3",21.0,3.4685
239,pH_7.9,"1,5uM_3",22.0,3.5111
240,pH_7.9,"1,5uM_3",23.0,3.4967
241,pH_7.9,"1,5uM_3",24.0,3.4676
242,pH_7.9,"1,5uM_3",25.0,3.4784
243,pH_7.9,"1,5uM_3",26.0,3.4596
244,pH_7.9,"1,5uM_3",27.0,3.4502
245,pH_7.9,"1,5uM_3",28.0,3.4976
246,pH_7.9,"1,5uM_3",29.0,3.439
247,pH_7.9,"1,5uM_3",30.0,3.4615
248,pH_7.9,150uM_2,0.0,285.24
249,pH_7.9,150uM_2,1.0,285.009
250,pH_7.9,150uM_2,2.0,284.972
251,pH_7.9,150uM_2,3.0,285.636
252,pH_7.9,150uM_2,4.0,285.143
253,pH_7.9,150uM_2,5.0,285.054
254,pH_7.9,150uM_2,6.0,285.145
255,pH_7.9,150uM_2,7.0,285.36
256,pH_7.9,150uM_2,8.0,285.069
257,pH_7.9,150uM_2,9.0,285.247
258,pH_7.9,150uM_2,10.0,285.907
259,pH_7.9,150uM_2,11.0,285.825
260,pH_7.9,150uM_2,12.0,285.612
261,pH_7.9,150uM_2,13.0,285.952
262,pH_7.9,150uM_2,14.0,285.835
263,pH_7.9,150uM_2,15.0,286.222
264,pH_7.9,150uM_2,16.0,285.779
265,pH_7.9,150uM_2,17.0,286.008
266,pH_7.9,150uM_2,18.0,286.174
267,pH_7.9,150uM_2,19.0,286.147
268,pH_7.9,150uM_2,20.0,286.076
269,pH_7.9,150uM_2,21.0,286.562
270,pH_7.9,150uM_2,22.0,286.433
271,pH_7.9,150uM_2,23.0,286.478
272,pH_7.9,150uM_2,24.0,287.181
273,pH_7.9,150uM_2,25.0,287.068
274,pH_7.9,150uM_2,26.0,287.304
275,pH_7.9,150uM_2,27.0,286.883
276,pH_7.9,150uM_2,28.0,287.102
277,pH_7.9,150uM_2,29.0,287.093
278,pH_7.9,150uM_2,30.0,287.452
279,pH_7.9,15uM_3,0.0,34.7382
280,pH_7.9,15uM_3,1.0,34.7815
281,pH_7.9,15uM_3,2.0,34.7609
282,pH_7.9,15uM_3,3.0,34.6456
283,pH_7.9,15uM_3,4.0,34.7958
284,pH_7.9,15uM_3,5.0,34.6669
285,pH_7.9,15uM_3,6.0,34.7714
286,pH_7.9,15uM_3,7.0,34.6649
287,pH_7.9,15uM_3,8.0,34.786
288,pH_7.9,15uM_3,9.0,34.7605
289,pH_7.9,15uM_3,10.0,34.7934
290,pH_7.9,15uM_3,11.0,34.7775
291,pH_7.9,15uM_3,12.0,34.798
292,pH_7.9,15uM_3,13.0,34.8228
293,pH_7.9,15uM_3,14.0,34.8527
294,pH_7.9,15uM_3,15.0,34.8693
295,pH_7.9,15uM_3,16.0,34.8765
296,pH_7.9,15uM_3,17.0,34.8484
297,pH_7.9,15uM_3,18.0,34.9403
298,pH_7.9,15uM_3,19.0,34.8952
299,pH_7.9,15uM_3,20.0,34.9294
300,pH_7.9,15uM_3,21.0,34.9968
301,pH_7.9,15uM_3,22.0,34.99
302,pH_7.9,15uM_3,23.0,34.9871
303,pH_7.9,15uM_3,24.0,34.9865
304,pH_7.9,15uM_3,25.0,35.0024
305,pH_7.9,15uM_3,26.0,34.9939
306,pH_7.9,15uM_3,27.0,35.1836
307,pH_7.9,15uM_3,28.0,35.1225
308,pH_7.9,15uM_3,29.0,35.2528
309,pH_7.9,15uM_3,30.0,35.2642
310,pH_7.9,"4,7uM_3",0.0,12.8553
311,pH_7.9,"4,7uM_3",1.0,12.7772
312,pH_7.9,"4,7uM_3",2.0,12.8021
313,pH_7.9,"4,7uM_3",3.0,12.8661
314,pH_7.9,"4,7uM_3",4.0,12.8537
315,pH_7.9,"4,7uM_3",5.0,12.7735
316,pH_7.9,"4,7uM_3",6.0,12.8954
317,pH_7.9,"4,7uM_3",7.0,12.8761
318,pH_7.9,"4,7uM_3",8.0,12.8187
319,pH_7.9,"4,7uM_3",9.0,12.893
320,pH_7.9,"4,7uM_3",10.0,12.8573
321,pH_7.9,"4,7uM_3",11.0,12.9393
322,pH_7.9,"4,7uM_3",12.0,12.9083
323,pH_7.9,"4,7uM_3",13.0,12.9223
324,pH_7.9,"4,7uM_3",14.0,12.8959
325,pH_7.9,"4,7uM_3",15.0,12.8913
326,pH_7.9,"4,7uM_3",16.0,12.9444
327,pH_7.9,"4,7uM_3",17.0,12.9053
328,pH_7.9,"4,7uM_3",18.0,12.9601
329,pH_7.9,"4,7uM_3",19.0,12.9631
330,pH_7.9,"4,7uM_3",20.0,12.9206
331,pH_7.9,"4,7uM_3",21.0,12.9625
332,pH_7.9,"4,7uM_3",22.0,13.0342
333,pH_7.9,"4,7uM_3",23.0,12.906
334,pH_7.9,"4,7uM_3",24.0,12.9571
335,pH_7.9,"4,7uM_3",25.0,12.9259
336,pH_7.9,"4,7uM_3",26.0,12.9453
337,pH_7.9,"4,7uM_3",27.0,12.9245
338,pH_7.9,"4,7uM_3",28.0,12.9999
339,pH_7.9,"4,7uM_3",29.0,12.9432
340,pH_7.9,"4,7uM_3",30.0,12.935
341,pH_7.9,15uM_4,0.0,35.347
342,pH_7.9,15uM_4,1.0,35.2873
343,pH_7.9,15uM_4,2.0,35.3577
344,pH_7.9,15uM_4,3.0,35.3407
345,pH_7.9,15uM_4,4.0,35.4796
346,pH_7.9,15uM_4,5.0,35.4106
347,pH_7.9,15uM_4,6.0,35.3765
348,pH_7.9,15uM_4,7.0,35.4895
349,pH_7.9,15uM_4,8.0,35.4102
350,pH_7.9,15uM_4,9.0,35.4338
351,pH_7.9,15uM_4,10.0,35.5175
352,pH_7.9,15uM_4,11.0,35.568
353,pH_7.9,15uM_4,12.0,35.7476
354,pH_7.9,15uM_4,13.0,35.6036
355,pH_7.9,15uM_4,14.0,35.6814
356,pH_7.9,15uM_4,15.0,35.6172
357,pH_7.9,15uM_4,16.0,35.6903
358,pH_7.9,15uM_4,17.0,35.7136
359,pH_7.9,15uM_4,18.0,35.7444
360,pH_7.9,15uM_4,19.0,35.7746
361,pH_7.9,15uM_4,20.0,35.8525
362,pH_7.9,15uM_4,21.0,35.86
363,pH_7.9,15uM_4,22.0,35.9823
364,pH_7.9,15uM_4,23.0,36.0345
365,pH_7.9,15uM_4,24.0,35.9563
366,pH_7.9,15uM_4,25.0,35.9534
367,pH_7.9,15uM_4,26.0,36.0758
368,pH_7.9,15uM_4,27.0,36.0337
369,pH_7.9,15uM_4,28.0,36.0231
370,pH_7.9,15uM_4,29.0,36.1014
371,pH_7.9,15uM_4,30.0,36.2123
372,pH_7.9,150uM_1,0.0,282.314
373,pH_7.9,150uM_1,1.0,282.415
374,pH_7.9,150uM_1,2.0,282.93
375,pH_7.9,150uM_1,3.0,283.119
376,pH_7.9,150uM_1,4.0,282.705
377,pH_7.9,150uM_1,5.0,282.55
378,pH_7.9,150uM_1,6.0,282.993
379,pH_7.9,150uM_1,7.0,282.933
380,pH_7.9,150uM_1,8.0,282.821
381,pH_7.9,150uM_1,9.0,283.451
382,pH_7.9,150uM_1,10.0,282.833
383,pH_7.9,150uM_1,11.0,283.347
384,pH_7.9,150uM_1,12.0,282.795
385,pH_7.9,150uM_1,13.0,283.995
386,pH_7.9,150uM_1,14.0,283.284
387,pH_7.9,150uM_1,15.0,283.61
388,pH_7.9,150uM_1,16.0,283.558
389,pH_7.9,150uM_1,17.0,283.509
390,pH_7.9,150uM_1,18.0,284.082
391,pH_7.9,150uM_1,19.0,283.665
392,pH_7.9,150uM_1,20.0,284.113
393,pH_7.9,150uM_1,21.0,283.78
394,pH_7.9,150uM_1,22.0,283.805
